Order_ID,Order_Date,Year,Quarter,Month,Customer_ID,Gender,Age_Group,Customer_Segment,Brand,Category,Sub_Category,Unit_Price,Listing_Type,Quantity,Revenue,Discount,Profit,Stock_Received,Stock_Available,City,State,Region,Delivery_Days,Returned,Rating,Feedback_Sentiment
O00396,2021-08-18,2021,Q3,Aug,C0047,Female,26-35,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,120,1461,2209,1338,Pune,Maharashtra,West,3,No,3,Neutral
O00397,2024-12-13,2024,Q4,Dec,C0048,Female,18-25,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,145,266,4458,4188,Pune,Maharashtra,West,4,Yes,1,Negative
O00398,2024-08-04,2024,Q3,Aug,C0049,Male,45+,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,20,1347,7308,7006,Mumbai,Maharashtra,West,1,No,1,Negative
O00399,2013-11-16,2013,Q4,Nov,C0050,Female,45+,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,110,615,6501,5959,Bangalore,Karnataka,South,7,Yes,4,Positive
O00400,2016-05-14,2016,Q2,May,C0051,Male,36-45,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,224,1397,4140,3352,Delhi,Delhi,North,4,No,1,Negative
O00401,2014-02-02,2014,Q1,Feb,C0052,Male,36-45,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,228,564,2551,1858,Hyderabad,Telangana,South,3,Yes,5,Positive
O00402,2023-12-17,2023,Q4,Dec,C0053,Male,18-25,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,4,3196,135,1424,7867,7196,Mumbai,Maharashtra,West,7,No,3,Neutral
O00403,2012-03-12,2012,Q1,Mar,C0054,Female,45+,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,111,666,6220,6042,Bangalore,Karnataka,South,2,Yes,3,Neutral
O00404,2018-10-15,2018,Q4,Oct,C0055,Female,26-35,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,186,470,2742,2331,Pune,Maharashtra,West,4,No,5,Positive
O00405,2014-10-31,2014,Q4,Oct,C0056,Female,18-25,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,4,3196,248,1171,5997,5573,Delhi,Delhi,North,2,Yes,2,Negative
O00406,2021-11-20,2021,Q4,Nov,C0057,Female,36-45,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,200,272,6882,6427,Pune,Maharashtra,West,5,No,1,Negative
O00407,2012-08-22,2012,Q3,Aug,C0058,Female,26-35,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,4,3196,19,836,3632,2931,Delhi,Delhi,North,7,No,4,Positive
O00408,2014-05-31,2014,Q2,May,C0059,Female,26-35,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,77,458,3634,3459,Bangalore,Karnataka,South,5,Yes,5,Positive
O00409,2025-06-01,2025,Q2,Jun,C0060,Female,36-45,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,153,589,7907,7044,Mumbai,Maharashtra,West,4,Yes,3,Neutral
O00410,2015-09-04,2015,Q3,Sep,C0061,Male,36-45,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,117,1034,3026,2648,Chennai,Tamil Nadu,South,2,No,4,Positive
O00411,2014-11-06,2014,Q4,Nov,C0062,Female,26-35,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,104,185,7768,7178,Delhi,Delhi,North,7,No,3,Neutral
O00412,2022-05-10,2022,Q2,May,C0063,Female,36-45,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,141,567,5338,4844,Kolkata,West Bengal,East,4,Yes,5,Positive
O00413,2024-10-02,2024,Q4,Oct,C0064,Female,18-25,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,61,1321,4700,4425,Hyderabad,Telangana,South,6,Yes,4,Positive
O00414,2014-12-27,2014,Q4,Dec,C0065,Male,18-25,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,183,929,1413,878,Hyderabad,Telangana,South,4,No,2,Negative
O00415,2020-10-05,2020,Q4,Oct,C0066,Male,18-25,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,3,2997,164,1142,3189,2982,Chennai,Tamil Nadu,South,1,No,4,Positive
O00416,2015-10-06,2015,Q4,Oct,C0067,Female,45+,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,237,1012,3430,3088,Bangalore,Karnataka,South,3,No,4,Positive
O00417,2013-11-10,2013,Q4,Nov,C0068,Male,26-35,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,211,505,6765,6403,Mumbai,Maharashtra,West,7,No,3,Neutral
O00418,2014-12-15,2014,Q4,Dec,C0069,Male,45+,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,184,576,2572,2414,Bangalore,Karnataka,South,5,No,4,Positive
O00419,2012-12-25,2012,Q4,Dec,C0070,Female,18-25,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,152,464,5591,4726,Mumbai,Maharashtra,West,1,Yes,3,Neutral
O00420,2015-06-30,2015,Q2,Jun,C0071,Female,45+,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,149,205,6203,5453,Hyderabad,Telangana,South,6,Yes,5,Positive
O00421,2024-09-23,2024,Q3,Sep,C0072,Female,36-45,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,101,1114,2709,2433,Pune,Maharashtra,West,6,No,3,Neutral
O00422,2020-04-21,2020,Q2,Apr,C0073,Female,45+,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,84,1585,6094,5457,Pune,Maharashtra,West,4,Yes,2,Negative
O00423,2019-08-14,2019,Q3,Aug,C0074,Male,26-35,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,10,770,7307,6437,Pune,Maharashtra,West,4,Yes,1,Negative
O00424,2022-02-04,2022,Q1,Feb,C0075,Male,36-45,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,145,467,1012,885,Delhi,Delhi,North,1,No,4,Positive
O00425,2014-08-06,2014,Q3,Aug,C0076,Male,26-35,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,31,639,4586,3998,Delhi,Delhi,North,1,No,2,Negative
O00426,2023-10-25,2023,Q4,Oct,C0077,Female,36-45,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,129,789,3715,3174,Kolkata,West Bengal,East,5,No,3,Neutral
O00427,2017-01-19,2017,Q1,Jan,C0078,Male,45+,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,30,305,2360,2084,Chennai,Tamil Nadu,South,6,Yes,4,Positive
O00428,2017-06-30,2017,Q2,Jun,C0079,Female,26-35,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,249,1017,5096,4959,Mumbai,Maharashtra,West,5,No,1,Negative
O00429,2016-07-06,2016,Q3,Jul,C0080,Male,26-35,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,197,515,5674,5251,Delhi,Delhi,North,4,Yes,4,Positive
O00430,2016-04-19,2016,Q2,Apr,C0081,Male,18-25,Inactive,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,87,1111,1431,1152,Hyderabad,Telangana,South,5,Yes,1,Negative
O00431,2022-11-06,2022,Q4,Nov,C0082,Female,36-45,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,62,1405,2178,1412,Bangalore,Karnataka,South,3,Yes,4,Positive
O00432,2024-03-25,2024,Q1,Mar,C0083,Male,36-45,Inactive,L'Oreal,Skincare,Shampoo,999,Premium Listing,3,2997,220,866,7555,6893,Hyderabad,Telangana,South,2,No,2,Negative
O00433,2015-09-25,2015,Q3,Sep,C0084,Female,26-35,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,66,769,7978,7744,Hyderabad,Telangana,South,1,Yes,2,Negative
O00434,2023-08-28,2023,Q3,Aug,C0085,Male,36-45,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,181,638,5714,5573,Mumbai,Maharashtra,West,7,Yes,1,Negative
O00435,2016-03-29,2016,Q1,Mar,C0086,Female,36-45,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,2,1998,199,700,3071,2969,Hyderabad,Telangana,South,7,No,3,Neutral
O00436,2014-10-26,2014,Q4,Oct,C0087,Female,36-45,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,66,907,1654,956,Chennai,Tamil Nadu,South,6,No,2,Negative
O00437,2017-03-23,2017,Q1,Mar,C0088,Male,18-25,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,80,288,1799,1398,Mumbai,Maharashtra,West,7,Yes,2,Negative
O00438,2016-09-28,2016,Q3,Sep,C0089,Female,36-45,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,61,948,6566,6276,Delhi,Delhi,North,6,No,2,Negative
O00439,2016-02-19,2016,Q1,Feb,C0090,Female,45+,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,68,549,6666,5775,Delhi,Delhi,North,6,No,4,Positive
O00440,2019-09-04,2019,Q3,Sep,C0091,Female,18-25,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,30,921,1041,354,Hyderabad,Telangana,South,7,No,1,Negative
O00441,2022-02-19,2022,Q1,Feb,C0092,Female,18-25,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,98,260,5194,4979,Chennai,Tamil Nadu,South,7,Yes,2,Negative
O00442,2021-10-16,2021,Q4,Oct,C0093,Male,26-35,Inactive,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,135,282,3715,3063,Bangalore,Karnataka,South,1,No,2,Negative
O00443,2015-09-06,2015,Q3,Sep,C0094,Male,36-45,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,227,261,2318,2138,Bangalore,Karnataka,South,6,Yes,4,Positive
O00444,2021-06-22,2021,Q2,Jun,C0095,Female,45+,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,3,2997,154,1017,5903,5251,Pune,Maharashtra,West,3,Yes,3,Neutral
O00445,2024-03-15,2024,Q1,Mar,C0096,Female,36-45,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,144,331,1026,302,Bangalore,Karnataka,South,4,No,1,Negative
O00446,2013-02-28,2013,Q1,Feb,C0097,Female,45+,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,84,395,3248,2425,Bangalore,Karnataka,South,4,Yes,2,Negative
O00447,2021-02-13,2021,Q1,Feb,C0098,Male,36-45,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,66,152,7950,7116,Hyderabad,Telangana,South,1,No,2,Negative
O00448,2023-05-02,2023,Q2,May,C0099,Male,45+,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,179,400,3606,2826,Bangalore,Karnataka,South,4,Yes,3,Neutral
O00449,2015-12-27,2015,Q4,Dec,C0100,Male,26-35,New,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,112,177,5463,4676,Bangalore,Karnataka,South,6,Yes,1,Negative
O00450,2020-10-31,2020,Q4,Oct,C0101,Male,18-25,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,192,209,7749,6900,Pune,Maharashtra,West,7,No,2,Negative
O00451,2024-06-19,2024,Q2,Jun,C0102,Female,18-25,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,217,1271,1754,922,Kolkata,West Bengal,East,2,No,2,Negative
O00452,2023-11-05,2023,Q4,Nov,C0103,Male,45+,New,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,135,318,4632,4301,Kolkata,West Bengal,East,1,Yes,3,Neutral
O00453,2021-03-06,2021,Q1,Mar,C0104,Female,18-25,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,66,201,3588,3273,Kolkata,West Bengal,East,6,Yes,5,Positive
O00454,2015-08-15,2015,Q3,Aug,C0105,Female,36-45,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,89,220,3914,3053,Bangalore,Karnataka,South,3,Yes,3,Neutral
O00455,2013-09-01,2013,Q3,Sep,C0106,Female,45+,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,176,1388,2738,2510,Bangalore,Karnataka,South,6,Yes,5,Positive
O00456,2012-12-28,2012,Q4,Dec,C0107,Male,26-35,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,40,259,3059,2374,Delhi,Delhi,North,4,No,3,Neutral
O00457,2018-08-20,2018,Q3,Aug,C0108,Male,18-25,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,118,143,2237,2027,Pune,Maharashtra,West,3,Yes,5,Positive
O00458,2025-08-22,2025,Q3,Aug,C0109,Male,45+,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,128,1262,7858,7229,Bangalore,Karnataka,South,6,Yes,4,Positive
O00459,2017-03-14,2017,Q1,Mar,C0110,Female,18-25,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,43,406,6784,6200,Kolkata,West Bengal,East,3,Yes,2,Negative
O00460,2015-08-24,2015,Q3,Aug,C0111,Female,45+,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,110,271,3307,2872,Chennai,Tamil Nadu,South,1,No,1,Negative
O00461,2012-09-22,2012,Q3,Sep,C0112,Female,26-35,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,137,1693,2889,2735,Pune,Maharashtra,West,4,No,3,Neutral
O00462,2019-04-29,2019,Q2,Apr,C0113,Female,45+,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,175,340,7443,7165,Chennai,Tamil Nadu,South,7,No,2,Negative
O00463,2024-10-01,2024,Q4,Oct,C0114,Male,26-35,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,47,186,5496,5001,Delhi,Delhi,North,2,Yes,1,Negative
O00464,2019-05-17,2019,Q2,May,C0115,Female,18-25,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,2,1998,30,541,1917,1509,Bangalore,Karnataka,South,2,No,5,Positive
O00465,2021-01-27,2021,Q1,Jan,C0116,Male,26-35,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,72,277,5491,5351,Pune,Maharashtra,West,5,No,3,Neutral
O00466,2012-04-21,2012,Q2,Apr,C0117,Female,45+,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,207,874,7686,7245,Chennai,Tamil Nadu,South,3,Yes,4,Positive
O00467,2022-12-27,2022,Q4,Dec,C0118,Female,18-25,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,56,1281,3326,3224,Pune,Maharashtra,West,7,No,2,Negative
O00468,2016-01-20,2016,Q1,Jan,C0119,Male,18-25,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,201,1172,1522,1192,Kolkata,West Bengal,East,5,No,3,Neutral
O00469,2014-05-01,2014,Q2,May,C0120,Female,36-45,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,168,285,1061,488,Kolkata,West Bengal,East,1,Yes,1,Negative
O00470,2022-08-07,2022,Q3,Aug,C0121,Male,26-35,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,131,808,4951,4476,Delhi,Delhi,North,2,No,2,Negative
O00471,2024-06-11,2024,Q2,Jun,C0122,Female,45+,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,77,270,7755,7261,Delhi,Delhi,North,1,No,3,Neutral
O00472,2023-05-23,2023,Q2,May,C0123,Female,26-35,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,2,1998,95,520,4582,4142,Bangalore,Karnataka,South,4,No,3,Neutral
O00473,2021-05-14,2021,Q2,May,C0124,Male,18-25,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,146,384,6188,5801,Pune,Maharashtra,West,1,Yes,1,Negative
O00474,2023-05-26,2023,Q2,May,C0125,Female,45+,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,135,575,6727,6483,Delhi,Delhi,North,5,No,1,Negative
O00475,2016-02-20,2016,Q1,Feb,C0126,Male,18-25,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,4,3196,70,1048,7972,7166,Kolkata,West Bengal,East,1,No,2,Negative
O00476,2014-08-16,2014,Q3,Aug,C0127,Male,45+,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,218,752,7513,7063,Kolkata,West Bengal,East,2,No,4,Positive
O00477,2023-11-01,2023,Q4,Nov,C0128,Male,45+,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,231,358,6619,6141,Mumbai,Maharashtra,West,4,No,3,Neutral
O00478,2013-01-28,2013,Q1,Jan,C0129,Female,18-25,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,24,707,4714,4387,Kolkata,West Bengal,East,3,No,1,Negative
O00479,2017-10-27,2017,Q4,Oct,C0130,Female,26-35,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,208,270,3388,3022,Pune,Maharashtra,West,3,Yes,5,Positive
O00480,2015-07-31,2015,Q3,Jul,C0131,Female,36-45,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,2,1998,40,776,2920,2378,Delhi,Delhi,North,2,No,3,Neutral
O00481,2017-05-05,2017,Q2,May,C0132,Male,36-45,New,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,173,210,3761,3506,Delhi,Delhi,North,1,No,4,Positive
O00482,2021-03-28,2021,Q1,Mar,C0133,Female,45+,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,100,1170,2242,1468,Kolkata,West Bengal,East,3,No,1,Negative
O00483,2015-12-04,2015,Q4,Dec,C0134,Male,18-25,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,128,722,2061,1800,Hyderabad,Telangana,South,3,Yes,4,Positive
O00484,2013-09-24,2013,Q3,Sep,C0135,Female,45+,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,249,586,3474,3290,Mumbai,Maharashtra,West,2,No,2,Negative
O00485,2017-05-06,2017,Q2,May,C0136,Female,18-25,New,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,208,683,6933,6127,Chennai,Tamil Nadu,South,6,Yes,3,Neutral
O00486,2025-07-28,2025,Q3,Jul,C0137,Male,36-45,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,65,999,4467,3765,Chennai,Tamil Nadu,South,1,Yes,5,Positive
O00487,2018-09-18,2018,Q3,Sep,C0138,Male,26-35,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,135,973,4645,4249,Delhi,Delhi,North,2,No,2,Negative
O00488,2016-09-19,2016,Q3,Sep,C0139,Male,26-35,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,43,1757,7721,7226,Mumbai,Maharashtra,West,6,No,2,Negative
O00489,2022-03-22,2022,Q1,Mar,C0140,Male,18-25,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,42,806,7988,7836,Delhi,Delhi,North,7,Yes,4,Positive
O00490,2024-09-02,2024,Q3,Sep,C0141,Female,36-45,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,222,1089,6257,5846,Delhi,Delhi,North,4,No,4,Positive
O00491,2021-02-01,2021,Q1,Feb,C0142,Male,26-35,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,26,317,1926,1554,Kolkata,West Bengal,East,3,No,3,Neutral
O00492,2018-07-20,2018,Q3,Jul,C0143,Female,36-45,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,241,213,4906,4736,Delhi,Delhi,North,3,Yes,4,Positive
O00493,2013-08-09,2013,Q3,Aug,C0144,Male,45+,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,121,428,2917,2413,Hyderabad,Telangana,South,7,Yes,1,Negative
O00494,2017-09-22,2017,Q3,Sep,C0145,Male,36-45,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,47,579,6908,6691,Kolkata,West Bengal,East,2,Yes,2,Negative
O00495,2023-04-18,2023,Q2,Apr,C0146,Female,18-25,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,117,796,5613,5356,Mumbai,Maharashtra,West,7,Yes,4,Positive
O00496,2016-03-26,2016,Q1,Mar,C0147,Male,18-25,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,100,272,5065,4263,Kolkata,West Bengal,East,6,No,4,Positive
O00497,2014-09-13,2014,Q3,Sep,C0148,Female,26-35,New,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,6,1053,4739,4618,Kolkata,West Bengal,East,2,Yes,4,Positive
O00498,2012-05-28,2012,Q2,May,C0149,Female,36-45,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,97,329,1272,948,Bangalore,Karnataka,South,2,No,2,Negative
O00499,2017-03-30,2017,Q1,Mar,C0150,Male,36-45,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,45,1206,7016,6521,Chennai,Tamil Nadu,South,2,No,4,Positive
O00500,2014-03-30,2014,Q1,Mar,C0151,Female,26-35,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,59,251,4262,3731,Delhi,Delhi,North,2,No,2,Negative
O00501,2012-01-17,2012,Q1,Jan,C0152,Female,26-35,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,204,1204,3742,2957,Mumbai,Maharashtra,West,7,Yes,2,Negative
O00502,2021-08-03,2021,Q3,Aug,C0153,Female,36-45,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,11,586,6642,5955,Mumbai,Maharashtra,West,6,Yes,5,Positive
O00503,2018-06-18,2018,Q2,Jun,C0154,Female,36-45,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,199,294,7328,6824,Pune,Maharashtra,West,5,Yes,5,Positive
O00504,2022-05-27,2022,Q2,May,C0155,Female,36-45,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,231,718,1645,1004,Hyderabad,Telangana,South,7,No,2,Negative
O00505,2020-09-12,2020,Q3,Sep,C0156,Male,26-35,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,185,401,4021,3428,Kolkata,West Bengal,East,7,No,5,Positive
O00506,2018-09-27,2018,Q3,Sep,C0157,Female,45+,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,207,135,2767,2466,Mumbai,Maharashtra,West,6,No,4,Positive
O00507,2016-12-27,2016,Q4,Dec,C0158,Male,45+,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,148,580,3435,2672,Pune,Maharashtra,West,2,No,5,Positive
O00508,2021-04-17,2021,Q2,Apr,C0159,Male,18-25,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,33,1107,2899,2660,Pune,Maharashtra,West,1,Yes,2,Negative
O00509,2025-08-04,2025,Q3,Aug,C0160,Female,45+,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,142,615,2114,1728,Bangalore,Karnataka,South,7,No,3,Neutral
O00510,2013-12-28,2013,Q4,Dec,C0161,Male,18-25,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,32,314,6629,6340,Chennai,Tamil Nadu,South,5,No,5,Positive
O00511,2022-11-27,2022,Q4,Nov,C0162,Male,45+,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,28,191,5716,5351,Kolkata,West Bengal,East,2,No,3,Neutral
O00512,2019-02-19,2019,Q1,Feb,C0163,Male,36-45,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,161,1175,7320,7220,Pune,Maharashtra,West,1,Yes,3,Neutral
O00513,2018-08-01,2018,Q3,Aug,C0164,Male,45+,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,125,242,3708,3282,Mumbai,Maharashtra,West,5,No,3,Neutral
O00514,2016-05-07,2016,Q2,May,C0165,Male,36-45,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,61,954,7003,6491,Kolkata,West Bengal,East,5,No,1,Negative
O00515,2012-10-14,2012,Q4,Oct,C0166,Male,36-45,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,146,591,5610,5478,Pune,Maharashtra,West,2,Yes,2,Negative
O00516,2014-02-16,2014,Q1,Feb,C0167,Female,45+,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,156,213,4545,3845,Chennai,Tamil Nadu,South,5,No,3,Neutral
O00517,2013-10-27,2013,Q4,Oct,C0168,Male,45+,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,198,278,5145,4268,Hyderabad,Telangana,South,4,Yes,2,Negative
O00518,2017-09-30,2017,Q3,Sep,C0169,Male,45+,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,2,1366,7729,6901,Chennai,Tamil Nadu,South,6,No,5,Positive
O00519,2017-09-27,2017,Q3,Sep,C0170,Male,18-25,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,221,381,5184,4773,Hyderabad,Telangana,South,3,Yes,4,Positive
O00520,2016-06-13,2016,Q2,Jun,C0171,Male,26-35,New,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,233,810,1786,1533,Mumbai,Maharashtra,West,6,Yes,3,Neutral
O00521,2014-06-14,2014,Q2,Jun,C0172,Male,36-45,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,163,302,5119,4290,Chennai,Tamil Nadu,South,7,Yes,5,Positive
O00522,2016-02-09,2016,Q1,Feb,C0173,Female,36-45,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,150,232,6862,6496,Pune,Maharashtra,West,4,Yes,2,Negative
O00523,2015-09-16,2015,Q3,Sep,C0174,Male,36-45,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,163,446,2298,1746,Hyderabad,Telangana,South,7,No,3,Neutral
O00524,2014-12-31,2014,Q4,Dec,C0175,Male,36-45,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,144,318,7014,6290,Delhi,Delhi,North,6,No,5,Positive
O00525,2017-06-02,2017,Q2,Jun,C0176,Male,18-25,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,100,528,1764,1273,Mumbai,Maharashtra,West,6,Yes,2,Negative
O00526,2012-12-18,2012,Q4,Dec,C0177,Female,26-35,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,146,498,4079,3957,Hyderabad,Telangana,South,4,Yes,3,Neutral
O00527,2015-04-09,2015,Q2,Apr,C0178,Male,45+,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,165,763,1849,1281,Hyderabad,Telangana,South,4,No,1,Negative
O00528,2016-11-23,2016,Q4,Nov,C0179,Female,45+,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,53,353,7553,7132,Delhi,Delhi,North,6,No,4,Positive
